label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.0,0.0,0.0,-0.07422173023223877,0.011245310306549072,-0.01953474888361484,-0.1415141224861145,-0.038258135318756104,-0.027416617514262498,-0.13818705081939697,-0.11044695973396301,-0.03822448001957923,-0.08597946166992188,-0.12616416811943054,-0.045552956776390374,-0.14373302459716797,-0.1403561234474182,0.005831443799962699,-0.17304086685180664,-0.18144574761390686,-0.025070140974293054,-0.1500261425971985,-0.12312188744544983,-0.04132807152129203,-0.1291581392288208,-0.10335874557495117,-0.04900206522799522,-0.10812616348266602,-0.17269796133041382,-0.0006429232518883055,-0.1392388939857483,-0.22387340664863586,-0.03502672062970191,-0.11467599868774414,-0.149932861328125,-0.03956824810958892,-0.09254735708236694,-0.1327904462814331,-0.03141171009994537,-0.0675845742225647,-0.19020092487335205,-0.014349430704186261,-0.09580117464065552,-0.2382710576057434,-0.04549647765017539,-0.07727932929992676,-0.16429215669631958,-0.03516070814586669,-0.05892837047576904,-0.14780962467193604,-0.017290112467179597,-0.020650625228881836,-0.197573721408844,-0.031164190636644662,-0.04791539907455444,-0.22850146889686584,-0.044310311691532434,-0.04370790719985962,-0.17474085092544556,-0.032786480055818856,-0.030700385570526123,-0.15680494904518127,-0.01909643495238811
0,0.0,0.0,0.0,-0.0812523365020752,-0.013593792915344238,-0.021848904216341225,-0.13780242204666138,-0.08459869027137756,-0.031239575022510735,-0.11745911836624146,-0.1560179889202118,-0.043182021254352776,-0.06259232759475708,-0.15972024202346802,-0.05150321709518835,-0.12455683946609497,-0.17683839797973633,0.003137492793001684,-0.14230430126190186,-0.22857537865638733,-0.030895736315898148,-0.1287645697593689,-0.16878506541252136,-0.04971363978987142,-0.11112546920776367,-0.1405910849571228,-0.05820211234097883,-0.08288347721099854,-0.19961407780647278,-0.0027880799171100534,-0.1015704870223999,-0.25963130593299866,-0.03984914931064054,-0.08846378326416016,-0.1822824478149414,-0.04685848044758245,-0.06917327642440796,-0.15748131275177002,-0.039686864489368645,-0.03842747211456299,-0.20630866289138794,-0.016137417653254715,-0.05403345823287964,-0.2581758499145508,-0.04837854790096685,-0.04779714345932007,-0.18288138508796692,-0.04067108618622228,-0.0330391526222229,-0.16156023740768433,-0.0241270067781727,0.010693192481994629,-0.20126748085021973,-0.03278033646350309,-0.00662386417388916,-0.23549053072929382,-0.044880518937162606,-0.011809349060058594,-0.185517817735672,-0.034356510514072625,-0.003278493881225586,-0.16886955499649048,-0.02155127401059076
0,0.0,0.0,0.0,-0.07579028606414795,-0.011342883110046387,-0.022190640510274307,-0.13242679834365845,-0.08535230159759521,-0.030192310751630203,-0.11223256587982178,-0.15858978033065796,-0.04039337562139167,-0.05783545970916748,-0.1615535318851471,-0.04633378686125411,-0.11666256189346313,-0.18200480937957764,0.0043189089584814155,-0.13523393869400024,-0.23473185300827026,-0.02834125498051776,-0.12252438068389893,-0.16992610692977905,-0.0448650986116661,-0.10429692268371582,-0.14427393674850464,-0.052142240868164436,-0.0741230845451355,-0.20448553562164307,-0.0007942939454039788,-0.0932457447052002,-0.2677744925022125,-0.03762635664756431,-0.0821528434753418,-0.18590998649597168,-0.042389985935045615,-0.06215465068817139,-0.16319143772125244,-0.03324861155564918,-0.030137240886688232,-0.2104605734348297,-0.013531739653302566,-0.046367526054382324,-0.26615381240844727,-0.045832686887337104,-0.04233652353286743,-0.18687313795089722,-0.035230004058433906,-0.027005374431610107,-0.1678938865661621,-0.016530190424276725,0.018593549728393555,-0.2055557370185852,-0.02967611217613353,-0.00024384260177612305,-0.2408970296382904,-0.042559725062204734,-0.007309556007385254,-0.18821418285369873,-0.03133767174298896,0.001451253890991211,-0.17165520787239075,-0.017660521731926337
0,0.0,0.0,0.0,-0.07828497886657715,0.0073632895946502686,-0.03143082089661675,-0.15077251195907593,-0.04021325707435608,-0.04805825181244927,-0.13538110256195068,-0.09183070063591003,-0.06286463789581376,-0.07557547092437744,-0.0979948341846466,-0.07126054815887528,-0.14736664295196533,-0.24080759286880493,-0.014961244500568682,-0.1652657389640808,-0.1915546953678131,-0.04618384592174607,-0.14058667421340942,-0.12676480412483215,-0.06573493681787568,-0.1242678165435791,-0.1286609172821045,-0.07937897644876557,-0.10080349445343018,-0.275752916932106,-0.017979296817770773,-0.10997653007507324,-0.19962990283966064,-0.04669736601351815,-0.09074455499649048,-0.12335988879203796,-0.04902260653614121,-0.08001488447189331,-0.13113805651664734,-0.04581143982647973,-0.04987657070159912,-0.2749689072370529,-0.028280447199335867,-0.05364060401916504,-0.1945810317993164,-0.05467213593362885,-0.046345412731170654,-0.12391582131385803,-0.04525979883908349,-0.041664958000183105,-0.13359278440475464,-0.034253279640665824,0.0031794309616088867,-0.2558135688304901,-0.04407724268673974,-0.0017963647842407227,-0.18177855014801025,-0.05717436127304154,-0.008570730686187744,-0.12672212719917297,-0.05190427131890374,-0.012928366661071777,-0.12829658389091492,-0.04453603453873711
0,0.0,0.0,0.0,-0.07556378841400146,0.006145596504211426,-0.03334061589379189,-0.14663106203079224,-0.030520498752593994,-0.05397842984933732,-0.13736426830291748,-0.07887402176856995,-0.07217657726545212,-0.07857930660247803,-0.08611208200454712,-0.08388078373212693,-0.14885872602462769,-0.23690728843212128,-0.019717193882058837,-0.16373687982559204,-0.1874416470527649,-0.05181411814231751,-0.14181828498840332,-0.1252315640449524,-0.0716903002216327,-0.12847918272018433,-0.1285681128501892,-0.08542039405841706,-0.10144752264022827,-0.27089211344718933,-0.02204725306768296,-0.10737961530685425,-0.19050249457359314,-0.05145994361777184,-0.09232395887374878,-0.11809605360031128,-0.055229557420204856,-0.08529645204544067,-0.1265096664428711,-0.05330144029397843,-0.04954808950424194,-0.2692323178052902,-0.03135301333207963,-0.04890406131744385,-0.1823495626449585,-0.058940278108309485,-0.04536193609237671,-0.11698174476623535,-0.051786014552305915,-0.04428833723068237,-0.12733736634254456,-0.04231723930973885,0.004084467887878418,-0.25030143558979034,-0.04594358217258332,0.002913951873779297,-0.17302235960960388,-0.060899046923111655,-0.005355715751647949,-0.1194750964641571,-0.057208234186362006,-0.012377023696899414,-0.11962378025054932,-0.050649376328181006
0,0.0,0.0,0.0,-0.061732470989227295,0.0300634503364563,-0.05113696695391923,-0.1177443265914917,0.04416567087173462,-0.08858877436344414,-0.0940854549407959,0.042801618576049805,-0.11745411173527032,-0.023721933364868164,0.020482122898101807,-0.13858136550609856,-0.1503669023513794,-0.16191744804382324,-0.06596399859611779,-0.12537938356399536,-0.045034050941467285,-0.10529820636932641,-0.10673075914382935,-0.009086251258850098,-0.12951187805359154,-0.10514485836029053,-0.04149305820465088,-0.14747348443691521,-0.09199279546737671,-0.20074743032455444,-0.06130274773661881,-0.05536925792694092,-0.050954997539520264,-0.09545089320366174,-0.05217200517654419,-0.0176408588886261,-0.10197611914102822,-0.06250005960464478,-0.05490681529045105,-0.10622406021778374,-0.030209243297576904,-0.20682889223098755,-0.06243229673330575,0.009266197681427002,-0.059557437896728516,-0.09081073121254235,0.0009139180183410645,-0.030811578035354614,-0.08154093490068703,-0.013018429279327393,-0.06450733542442322,-0.0737067239088276,0.028744161128997803,-0.1952417492866516,-0.07072298244659692,0.05345571041107178,-0.08059218525886536,-0.09369482860986977,0.04376721382141113,-0.05031958222389221,-0.09368044153873711,0.03064262866973877,-0.06860172748565674,-0.09008757040922433
0,0.0,0.0,0.0,-0.06389480829238892,0.037139177322387695,-0.05668162446274039,-0.11533957719802856,0.08424350619316101,-0.1014903661216664,-0.09846550226211548,0.13007208704948425,-0.13708796616448637,-0.03894728422164917,0.13602039217948914,-0.16687431450738188,-0.13913971185684204,-0.10590702295303345,-0.0963065054620671,-0.10837644338607788,0.05948436260223389,-0.14072840925111052,-0.09376293420791626,0.07872095704078674,-0.16640266295327422,-0.0966227650642395,0.03775933384895325,-0.18516820188416716,-0.073486328125,-0.14255526661872864,-0.0927221279944348,-0.034748375415802,0.06573975086212158,-0.12855252142800566,-0.036746203899383545,0.0728667676448822,-0.13449869569195982,-0.05050939321517944,0.023638278245925903,-0.1402660858239102,-0.002762317657470703,-0.14486169815063477,-0.09332911934508559,0.028764188289642334,0.05435487627983093,-0.12319245453728911,0.015302419662475586,0.05478262901306152,-0.1083853941763806,-0.0006405115127563477,0.006896942853927612,-0.0968579750861096,0.06074988842010498,-0.12717542052268982,-0.10162492360724684,0.07933157682418823,0.02165314555168152,-0.1286127221192288,0.06752884387969971,0.02845880389213562,-0.12504347678078886,0.05688047409057617,-0.005805850028991699,-0.11799852814330336
0,0.0,0.0,0.0,-0.07155674695968628,0.030720233917236328,-0.05294627135007346,-0.11771470308303833,0.07206183671951294,-0.10175741275160277,-0.08935898542404175,0.11528176069259644,-0.14252184887735808,-0.027036011219024658,0.12259179353713989,-0.1773314382633444,-0.12971508502960205,-0.15373486280441284,-0.09522290339081252,-0.13492166996002197,0.024294018745422363,-0.14295894463865721,-0.11767864227294922,0.04276341199874878,-0.17442513068525756,-0.10787665843963623,-0.003564804792404175,-0.19716221650450194,-0.05902421474456787,-0.1708492636680603,-0.0956942792734381,-0.06207484006881714,0.05105924606323242,-0.13044547100870574,-0.05622595548629761,0.04613947868347168,-0.1385390069088217,-0.054429471492767334,-0.011810123920440674,-0.14733747204153502,0.012579202651977539,-0.15024295449256897,-0.10000338216631377,0.0035363435745239258,0.06797856092453003,-0.12269791026918853,-0.0016764402389526367,0.0589214563369751,-0.10320314576237166,-0.00424802303314209,0.0035539865493774414,-0.0911008920273062,0.07373857498168945,-0.10807603597640991,-0.11260136028139556,0.054871976375579834,0.0604214072227478,-0.1337354387840506,0.045037686824798584,0.0573078989982605,-0.12580535372106993,0.04306340217590332,0.011997997760772705,-0.1165421362718817
0,0.0,0.0,0.0,-0.06277608871459961,0.02891567349433899,-0.0607847319608652,-0.1156148910522461,0.047252267599105835,-0.10692767888960475,-0.0956067442893982,0.058925360441207886,-0.14284373909887904,-0.030765235424041748,0.03657799959182739,-0.1703438022798025,-0.13935327529907227,-0.19153137505054474,-0.08169806093630427,-0.1369929313659668,-0.04178372025489807,-0.12682825416979426,-0.12242734432220459,-0.006687909364700317,-0.15554903537687892,-0.11459887027740479,-0.044662147760391235,-0.17655615598616237,-0.07048803567886353,-0.2176036834716797,-0.07532140702662105,-0.06375390291213989,-0.02367648482322693,-0.1108115324443304,-0.06312966346740723,0.003902822732925415,-0.11770813257155055,-0.06588393449783325,-0.04580417275428772,-0.12352070302424067,-0.0032842159271240234,-0.2048787772655487,-0.07508186340984935,0.00032913684844970703,-0.014552980661392212,-0.10100410223660106,-0.015149354934692383,0.0071998536586761475,-0.08350235313830012,-0.02571725845336914,-0.034910112619400024,-0.0716535905068838,0.0551983118057251,-0.17033985257148743,-0.08365033657011622,0.04799175262451172,-0.02125409245491028,-0.10874861568865413,0.030002295970916748,-0.001647353172302246,-0.10540923566279048,0.01821678876876831,-0.03134971857070923,-0.09837395042833919
0,0.0,0.0,0.0,-0.05909073352813721,0.032277435064315796,-0.05927406602224039,-0.10376143455505371,0.07609692215919495,-0.10879053898771929,-0.07927215099334717,0.12009921669960022,-0.14856445767601656,-0.020015060901641846,0.12087604403495789,-0.18196132757385897,-0.12791627645492554,-0.13978677988052368,-0.10075288244208025,-0.12535476684570312,0.03407186269760132,-0.15578293778618502,-0.11382609605789185,0.039779216051101685,-0.19379472710808443,-0.10800689458847046,-0.009356498718261719,-0.22023475148399996,-0.056245505809783936,-0.16307365894317627,-0.09771182366331743,-0.04359334707260132,0.050253063440322876,-0.13667516388615297,-0.04651159048080444,0.03853294253349304,-0.1450197247477405,-0.05240350961685181,-0.02276510000228882,-0.15249422170838045,0.01559382677078247,-0.14716485142707825,-0.09972351767738985,0.023387432098388672,0.05985543131828308,-0.12906613924225496,0.006894946098327637,0.04645398259162903,-0.10791462638100313,-0.0038542747497558594,-0.011128932237625122,-0.0922436711998813,0.07796227931976318,-0.1094810962677002,-0.11060527690371202,0.0739012360572815,0.051042646169662476,-0.14176072158535646,0.05695444345474243,0.04407450556755066,-0.13709211327751802,0.049557387828826904,-0.0048208534717559814,-0.1273553518267505
